nu,gamma,diff1,diif2,diff3
0.052631578994736854,0.01052631587894737,0.07246376811594202,0.18666666666666665,0.7424242424242424
0.052631578994736854,0.015789473768421054,0.10144927536231885,0.19999999999999996,0.7272727272727273
0.052631578994736854,0.02105263165789474,0.09420289855072461,0.22666666666666668,0.7121212121212122
0.052631578994736854,0.026315789547368428,0.14492753623188404,0.22666666666666668,0.6666666666666666
0.052631578994736854,0.03157894743684211,0.15217391304347827,0.2533333333333333,0.5757575757575758
0.052631578994736854,0.036842105326315794,0.19565217391304346,0.31999999999999995,0.5303030303030303
0.052631578994736854,0.04210526321578948,0.17391304347826086,0.3733333333333333,0.48484848484848486
0.052631578994736854,0.04736842110526317,0.21739130434782605,0.3866666666666667,0.3939393939393939
0.052631578994736854,0.052631578994736854,0.21739130434782605,0.41333333333333333,0.3484848484848485
0.052631578994736854,0.05789473688421053,0.2753623188405797,0.48,0.3333333333333333
0.052631578994736854,0.0631578947736842,0.2536231884057971,0.52,0.2878787878787879
0.052631578994736854,0.0684210526631579,0.28260869565217395,0.6,0.22727272727272727
0.052631578994736854,0.07368421055263158,0.2971014492753623,0.6266666666666667,0.16666666666666666
0.052631578994736854,0.07894736844210527,0.32608695652173914,0.64,0.13636363636363635
0.052631578994736854,0.08421052633157895,0.35507246376811596,0.6799999999999999,0.06060606060606061
0.052631578994736854,0.08947368422105263,0.3405797101449275,0.72,0.030303030303030304
0.052631578994736854,0.09473684211052633,0.3840579710144928,0.72,0.0
0.052631578994736854,0.1,0.4057971014492754,0.7466666666666666,0.0
0.05789473688421053,1e-10,1.0,1.0,0.0
0.05789473688421053,0.0052631579894736845,0.050724637681159424,0.12,0.7727272727272727
0.05789473688421053,0.01052631587894737,0.08695652173913049,0.18666666666666665,0.7424242424242424
0.05789473688421053,0.015789473768421054,0.12318840579710144,0.19999999999999996,0.7272727272727273
0.05789473688421053,0.02105263165789474,0.07971014492753625,0.22666666666666668,0.7121212121212122
0.05789473688421053,0.026315789547368428,0.10869565217391308,0.22666666666666668,0.6666666666666666
0.05789473688421053,0.03157894743684211,0.14492753623188404,0.2533333333333333,0.5757575757575758
0.05789473688421053,0.036842105326315794,0.17391304347826086,0.31999999999999995,0.5303030303030303
0.05789473688421053,0.04210526321578948,0.23188405797101452,0.3733333333333333,0.48484848484848486
0.05789473688421053,0.04736842110526317,0.2246376811594203,0.3866666666666667,0.3939393939393939
0.05789473688421053,0.052631578994736854,0.23913043478260865,0.41333333333333333,0.3484848484848485
0.05789473688421053,0.05789473688421053,0.2246376811594203,0.48,0.3333333333333333
0.05789473688421053,0.0631578947736842,0.28260869565217395,0.52,0.2878787878787879
0.05789473688421053,0.0684210526631579,0.28260869565217395,0.6,0.22727272727272727
0.05789473688421053,0.07368421055263158,0.33333333333333337,0.6266666666666667,0.16666666666666666
0.05789473688421053,0.07894736844210527,0.35507246376811596,0.64,0.13636363636363635
0.05789473688421053,0.08421052633157895,0.34782608695652173,0.6799999999999999,0.06060606060606061
0.05789473688421053,0.08947368422105263,0.4057971014492754,0.72,0.030303030303030304
0.05789473688421053,0.09473684211052633,0.4057971014492754,0.72,0.0
0.05789473688421053,0.1,0.44202898550724634,0.7466666666666666,0.0
0.0631578947736842,1e-10,1.0,1.0,0.0
0.0631578947736842,0.0052631579894736845,0.050724637681159424,0.12,0.7727272727272727
0.0631578947736842,0.01052631587894737,0.08695652173913049,0.18666666666666665,0.7424242424242424
0.0631578947736842,0.015789473768421054,0.13043478260869568,0.19999999999999996,0.7272727272727273
0.0631578947736842,0.02105263165789474,0.1159420289855072,0.22666666666666668,0.7121212121212122
0.0631578947736842,0.026315789547368428,0.13043478260869568,0.22666666666666668,0.6515151515151515
0.0631578947736842,0.03157894743684211,0.16666666666666663,0.2533333333333333,0.5757575757575758
0.0631578947736842,0.036842105326315794,0.1811594202898551,0.31999999999999995,0.5303030303030303
0.0631578947736842,0.04210526321578948,0.1811594202898551,0.3733333333333333,0.48484848484848486
0.0631578947736842,0.04736842110526317,0.2246376811594203,0.3866666666666667,0.3939393939393939
0.0631578947736842,0.052631578994736854,0.23913043478260865,0.41333333333333333,0.3484848484848485
0.0631578947736842,0.05789473688421053,0.21739130434782605,0.48,0.3333333333333333
0.0631578947736842,0.0631578947736842,0.28260869565217395,0.52,0.2878787878787879
0.0631578947736842,0.0684210526631579,0.24637681159420288,0.6,0.22727272727272727
0.0631578947736842,0.07368421055263158,0.30434782608695654,0.6266666666666667,0.16666666666666666
0.0631578947736842,0.07894736844210527,0.3695652173913043,0.64,0.13636363636363635
0.0631578947736842,0.08421052633157895,0.35507246376811596,0.6799999999999999,0.06060606060606061
0.0631578947736842,0.08947368422105263,0.35507246376811596,0.72,0.015151515151515152
0.0631578947736842,0.09473684211052633,0.3695652173913043,0.72,0.0
0.0631578947736842,0.1,0.3695652173913043,0.76,0.0
0.0684210526631579,1e-10,1.0,1.0,0.0
0.0684210526631579,0.0052631579894736845,0.07971014492753625,0.1333333333333333,0.7727272727272727
0.0684210526631579,0.01052631587894737,0.07971014492753625,0.18666666666666665,0.7424242424242424
0.0684210526631579,0.015789473768421054,0.10144927536231885,0.19999999999999996,0.7272727272727273
0.0684210526631579,0.02105263165789474,0.1159420289855072,0.22666666666666668,0.7121212121212122
0.0684210526631579,0.026315789547368428,0.13043478260869568,0.22666666666666668,0.6515151515151515
0.0684210526631579,0.03157894743684211,0.16666666666666663,0.2533333333333333,0.5757575757575758
0.0684210526631579,0.036842105326315794,0.16666666666666663,0.31999999999999995,0.5303030303030303
0.0684210526631579,0.04210526321578948,0.17391304347826086,0.3733333333333333,0.48484848484848486
0.0684210526631579,0.04736842110526317,0.18840579710144922,0.3866666666666667,0.3939393939393939
0.0684210526631579,0.052631578994736854,0.2028985507246377,0.41333333333333333,0.3484848484848485
0.0684210526631579,0.05789473688421053,0.2536231884057971,0.48,0.3333333333333333
0.0684210526631579,0.0631578947736842,0.26086956521739135,0.52,0.2878787878787879
0.0684210526631579,0.0684210526631579,0.2536231884057971,0.6,0.22727272727272727
0.0684210526631579,0.07368421055263158,0.32608695652173914,0.6266666666666667,0.16666666666666666
0.0684210526631579,0.07894736844210527,0.33333333333333337,0.64,0.13636363636363635
0.0684210526631579,0.08421052633157895,0.34782608695652173,0.6799999999999999,0.06060606060606061
0.0684210526631579,0.08947368422105263,0.3913043478260869,0.72,0.015151515151515152
0.0684210526631579,0.09473684211052633,0.3695652173913043,0.72,0.0
0.0684210526631579,0.1,0.34782608695652173,0.76,0.0
0.07368421055263158,1e-10,1.0,1.0,0.0
0.07368421055263158,0.0052631579894736845,0.05797101449275366,0.1466666666666666,0.7727272727272727
0.07368421055263158,0.01052631587894737,0.09420289855072461,0.18666666666666665,0.7424242424242424
0.07368421055263158,0.015789473768421054,0.10869565217391308,0.21333333333333337,0.7272727272727273
0.07368421055263158,0.02105263165789474,0.10869565217391308,0.22666666666666668,0.7121212121212122
0.07368421055263158,0.026315789547368428,0.10869565217391308,0.22666666666666668,0.6515151515151515
0.07368421055263158,0.03157894743684211,0.14492753623188404,0.2533333333333333,0.5757575757575758
0.07368421055263158,0.036842105326315794,0.1594202898550725,0.31999999999999995,0.5303030303030303
0.07368421055263158,0.04210526321578948,0.17391304347826086,0.3733333333333333,0.48484848484848486
0.07368421055263158,0.04736842110526317,0.1811594202898551,0.3866666666666667,0.3939393939393939
0.07368421055263158,0.052631578994736854,0.2028985507246377,0.41333333333333333,0.3484848484848485
0.07368421055263158,0.05789473688421053,0.26086956521739135,0.48,0.3333333333333333
0.07368421055263158,0.0631578947736842,0.26086956521739135,0.52,0.2878787878787879
0.07368421055263158,0.0684210526631579,0.2536231884057971,0.6,0.22727272727272727
0.07368421055263158,0.07368421055263158,0.33333333333333337,0.6266666666666667,0.16666666666666666
0.07368421055263158,0.07894736844210527,0.2971014492753623,0.64,0.13636363636363635
0.07368421055263158,0.08421052633157895,0.34782608695652173,0.6799999999999999,0.06060606060606061
0.07368421055263158,0.08947368422105263,0.42028985507246375,0.72,0.015151515151515152
0.07368421055263158,0.09473684211052633,0.3405797101449275,0.72,0.0
0.07368421055263158,0.1,0.30434782608695654,0.76,0.0
0.07894736844210527,1e-10,1.0,1.0,0.0
0.07894736844210527,0.0052631579894736845,0.08695652173913049,0.16000000000000003,0.7727272727272727
0.07894736844210527,0.01052631587894737,0.06521739130434778,0.19999999999999996,0.7424242424242424
0.07894736844210527,0.015789473768421054,0.12318840579710144,0.22666666666666668,0.7272727272727273
0.07894736844210527,0.02105263165789474,0.12318840579710144,0.22666666666666668,0.7121212121212122
0.07894736844210527,0.026315789547368428,0.1159420289855072,0.22666666666666668,0.6515151515151515
0.07894736844210527,0.03157894743684211,0.15217391304347827,0.2533333333333333,0.5757575757575758
0.07894736844210527,0.036842105326315794,0.21014492753623193,0.31999999999999995,0.5303030303030303
0.07894736844210527,0.04210526321578948,0.1811594202898551,0.3733333333333333,0.48484848484848486
0.07894736844210527,0.04736842110526317,0.1811594202898551,0.3866666666666667,0.3939393939393939
0.07894736844210527,0.052631578994736854,0.23188405797101452,0.41333333333333333,0.3484848484848485
0.07894736844210527,0.05789473688421053,0.23188405797101452,0.48,0.3333333333333333
0.07894736844210527,0.0631578947736842,0.2246376811594203,0.52,0.2878787878787879
0.07894736844210527,0.0684210526631579,0.24637681159420288,0.6,0.22727272727272727
0.07894736844210527,0.07368421055263158,0.34782608695652173,0.6266666666666667,0.16666666666666666
0.07894736844210527,0.07894736844210527,0.33333333333333337,0.64,0.13636363636363635
0.07894736844210527,0.08421052633157895,0.37681159420289856,0.6799999999999999,0.06060606060606061
0.07894736844210527,0.08947368422105263,0.4130434782608695,0.72,0.015151515151515152
0.07894736844210527,0.09473684211052633,0.3913043478260869,0.72,0.0
0.07894736844210527,0.1,0.4130434782608695,0.76,0.0
0.08421052633157895,1e-10,1.0,1.0,0.0
0.08421052633157895,0.0052631579894736845,0.09420289855072461,0.16000000000000003,0.7727272727272727
0.08421052633157895,0.01052631587894737,0.10144927536231885,0.21333333333333337,0.7424242424242424
0.08421052633157895,0.015789473768421054,0.1159420289855072,0.22666666666666668,0.7272727272727273
0.08421052633157895,0.02105263165789474,0.1376811594202898,0.22666666666666668,0.7121212121212122
0.08421052633157895,0.026315789547368428,0.1159420289855072,0.22666666666666668,0.6515151515151515
0.08421052633157895,0.03157894743684211,0.16666666666666663,0.2533333333333333,0.5757575757575758
0.08421052633157895,0.036842105326315794,0.17391304347826086,0.31999999999999995,0.5303030303030303
0.08421052633157895,0.04210526321578948,0.17391304347826086,0.3733333333333333,0.48484848484848486
0.08421052633157895,0.04736842110526317,0.2028985507246377,0.3866666666666667,0.3939393939393939
0.08421052633157895,0.052631578994736854,0.2246376811594203,0.41333333333333333,0.3484848484848485
0.08421052633157895,0.05789473688421053,0.23913043478260865,0.48,0.3333333333333333
0.08421052633157895,0.0631578947736842,0.2536231884057971,0.52,0.2878787878787879
0.08421052633157895,0.0684210526631579,0.28260869565217395,0.6,0.22727272727272727
0.08421052633157895,0.07368421055263158,0.35507246376811596,0.6266666666666667,0.16666666666666666
0.08421052633157895,0.07894736844210527,0.3188405797101449,0.64,0.13636363636363635
0.08421052633157895,0.08421052633157895,0.34782608695652173,0.6799999999999999,0.06060606060606061
0.08421052633157895,0.08947368422105263,0.3913043478260869,0.72,0.015151515151515152
0.08421052633157895,0.09473684211052633,0.34782608695652173,0.72,0.0
0.08421052633157895,0.1,0.427536231884058,0.76,0.0
0.08947368422105263,1e-10,1.0,1.0,0.0
0.08947368422105263,0.0052631579894736845,0.09420289855072461,0.17333333333333334,0.7727272727272727
0.08947368422105263,0.01052631587894737,0.10869565217391308,0.22666666666666668,0.7424242424242424
0.08947368422105263,0.015789473768421054,0.10144927536231885,0.22666666666666668,0.7272727272727273
0.08947368422105263,0.02105263165789474,0.13043478260869568,0.22666666666666668,0.7121212121212122
0.08947368422105263,0.026315789547368428,0.15217391304347827,0.22666666666666668,0.6515151515151515
0.08947368422105263,0.03157894743684211,0.14492753623188404,0.2533333333333333,0.5757575757575758
0.08947368422105263,0.036842105326315794,0.18840579710144922,0.31999999999999995,0.5303030303030303
0.08947368422105263,0.04210526321578948,0.2028985507246377,0.3733333333333333,0.48484848484848486
0.08947368422105263,0.04736842110526317,0.21014492753623193,0.3866666666666667,0.3939393939393939
0.08947368422105263,0.052631578994736854,0.24637681159420288,0.41333333333333333,0.3484848484848485
0.08947368422105263,0.05789473688421053,0.18840579710144922,0.48,0.3333333333333333
0.08947368422105263,0.0631578947736842,0.23188405797101452,0.52,0.2878787878787879
0.08947368422105263,0.0684210526631579,0.28260869565217395,0.6,0.22727272727272727
0.08947368422105263,0.07368421055263158,0.3840579710144928,0.6266666666666667,0.16666666666666666
0.08947368422105263,0.07894736844210527,0.3188405797101449,0.64,0.13636363636363635
0.08947368422105263,0.08421052633157895,0.3840579710144928,0.6799999999999999,0.06060606060606061
0.08947368422105263,0.08947368422105263,0.42028985507246375,0.72,0.015151515151515152
0.08947368422105263,0.09473684211052633,0.3623188405797102,0.72,0.0
0.08947368422105263,0.1,0.47101449275362317,0.7466666666666666,0.0
0.09473684211052633,1e-10,1.0,1.0,0.0
0.09473684211052633,0.0052631579894736845,0.10144927536231885,0.18666666666666665,0.7575757575757576
0.09473684211052633,0.01052631587894737,0.1159420289855072,0.22666666666666668,0.7424242424242424
0.09473684211052633,0.015789473768421054,0.12318840579710144,0.22666666666666668,0.7272727272727273
0.09473684211052633,0.02105263165789474,0.12318840579710144,0.22666666666666668,0.7121212121212122
0.09473684211052633,0.026315789547368428,0.15217391304347827,0.22666666666666668,0.6515151515151515
0.09473684211052633,0.03157894743684211,0.14492753623188404,0.2533333333333333,0.5757575757575758
0.09473684211052633,0.036842105326315794,0.17391304347826086,0.31999999999999995,0.5151515151515151
0.09473684211052633,0.04210526321578948,0.18840579710144922,0.3733333333333333,0.48484848484848486
0.09473684211052633,0.04736842110526317,0.17391304347826086,0.3866666666666667,0.3939393939393939
0.09473684211052633,0.052631578994736854,0.23188405797101452,0.41333333333333333,0.3484848484848485
0.09473684211052633,0.05789473688421053,0.21739130434782605,0.48,0.3333333333333333
0.09473684211052633,0.0631578947736842,0.26086956521739135,0.52,0.2878787878787879
0.09473684211052633,0.0684210526631579,0.2536231884057971,0.6,0.22727272727272727
0.09473684211052633,0.07368421055263158,0.3188405797101449,0.6266666666666667,0.16666666666666666
0.09473684211052633,0.07894736844210527,0.3405797101449275,0.64,0.13636363636363635
0.09473684211052633,0.08421052633157895,0.34782608695652173,0.6799999999999999,0.06060606060606061
0.09473684211052633,0.08947368422105263,0.3840579710144928,0.72,0.015151515151515152
0.09473684211052633,0.09473684211052633,0.3405797101449275,0.72,0.0
0.09473684211052633,0.1,0.4492753623188406,0.7466666666666666,0.0
0.1,1e-10,1.0,1.0,0.0
0.1,0.0052631579894736845,0.10869565217391308,0.18666666666666665,0.7575757575757576
0.1,0.01052631587894737,0.10869565217391308,0.22666666666666668,0.7424242424242424
0.1,0.015789473768421054,0.1159420289855072,0.22666666666666668,0.7272727272727273
0.1,0.02105263165789474,0.13043478260869568,0.22666666666666668,0.696969696969697
0.1,0.026315789547368428,0.1376811594202898,0.22666666666666668,0.6666666666666666
0.1,0.03157894743684211,0.15217391304347827,0.2533333333333333,0.5757575757575758
0.1,0.036842105326315794,0.2028985507246377,0.31999999999999995,0.5151515151515151
0.1,0.04210526321578948,0.16666666666666663,0.3733333333333333,0.48484848484848486
0.1,0.04736842110526317,0.2246376811594203,0.3866666666666667,0.3939393939393939
0.1,0.052631578994736854,0.23188405797101452,0.41333333333333333,0.3484848484848485
0.1,0.05789473688421053,0.23913043478260865,0.48,0.3333333333333333
0.1,0.0631578947736842,0.2536231884057971,0.52,0.2878787878787879
0.1,0.0684210526631579,0.2971014492753623,0.6,0.22727272727272727
0.1,0.07368421055263158,0.33333333333333337,0.6266666666666667,0.16666666666666666
0.1,0.07894736844210527,0.2753623188405797,0.64,0.13636363636363635
0.1,0.08421052633157895,0.33333333333333337,0.6799999999999999,0.06060606060606061
0.1,0.08947368422105263,0.34782608695652173,0.72,0.030303030303030304
0.1,0.09473684211052633,0.3405797101449275,0.72,0.0
0.1,0.1,0.39855072463768115,0.76,0.0
